id,total_recent,positive_recent,mood_recent,total_all,positive_all,mood_all
725330,0,0,,199,187,Very Positive
725480,11,9,Very Positive,2289,2174,Overwhelmingly Positive
726050,0,0,,69,52,Mostly Positive
726110,44,27,Mixed,1237,1039,Very Positive
726190,0,0,,0,0,3 user reviews
726250,0,0,,182,151,Very Positive
726590,0,0,Very Positive,946,747,Mostly Positive
726690,0,0,,98,89,Very Positive
726830,0,0,,601,558,Very Positive
726840,24,21,Very Positive,698,614,Very Positive
726950,0,0,,93,39,Mixed
727130,10,8,Very Positive,1293,1047,Very Positive
72730,59,29,Mixed,2545,1577,Mixed
72750,26,16,Mixed,1204,1047,Very Positive
727570,0,0,,77,62,Very Positive
72760,0,0,Very Positive,879,799,Very Positive
727850,17,12,Mostly Positive,1167,1026,Very Positive
728300,0,0,,39,32,Positive
728302,0,0,,36,18,Mixed
72840,0,0,Very Positive,493,463,Very Positive
728530,89,75,Very Positive,4905,4169,Very Positive
728850,0,0,,120,102,Very Positive
728880,475,437,Very Positive,23479,21131,Very Positive
729490,0,0,,67,46,Mostly Positive
729850,0,0,,20,19,Positive
730262,0,0,,113,50,Mixed
730390,20,17,Very Positive,1218,1071,Very Positive
730615,0,0,,0,0,7 user reviews
730618,0,0,,27,22,Positive
730820,22,20,Very Positive,1377,1335,Overwhelmingly Positive
730830,0,0,,283,169,Mixed
731490,114,104,Very Positive,7526,6999,Very Positive
73170,14,10,Mostly Positive,1411,1269,Very Positive
732050,25,20,Very Positive,874,742,Very Positive
732370,34,25,Mostly Positive,2855,2483,Very Positive
732400,0,0,,85,68,Very Positive
732430,77,74,Very Positive,8925,8568,Overwhelmingly Positive
732690,113,107,Overwhelmingly Positive,5182,5026,Overwhelmingly Positive
733070,23,19,Very Positive,1361,1292,Overwhelmingly Positive
733140,0,0,,170,159,Very Positive
733210,10,9,Very Positive,555,482,Very Positive
733340,0,0,,475,451,Very Positive
733460,0,0,,358,264,Mostly Positive
733790,24,16,Mostly Positive,1232,1059,Very Positive
734281,0,0,,0,0,2 user reviews
735000,0,0,,175,164,Very Positive
735280,24,19,Very Positive,986,798,Very Positive
735290,25,20,Very Positive,531,430,Very Positive
735730,0,0,,736,522,Mostly Positive
736190,44,39,Very Positive,18874,17175,Very Positive
736220,105,76,Mostly Positive,12176,9740,Very Positive
736260,165,158,Overwhelmingly Positive,12132,11889,Overwhelmingly Positive
736570,14,12,Very Positive,481,437,Very Positive
736810,0,0,,153,119,Mostly Positive
736850,15,13,Very Positive,1149,896,Mostly Positive
737040,0,0,,405,255,Mixed
737270,0,0,,100,93,Very Positive
737272,0,0,,43,38,Positive
737800,30,28,Very Positive,4519,3976,Very Positive
737890,0,0,,135,99,Mostly Positive
737990,0,0,,117,91,Mostly Positive
738520,294,217,Mostly Positive,9520,8092,Very Positive
738540,58,46,Very Positive,2257,1850,Very Positive
739080,20,15,Mostly Positive,354,304,Very Positive
739540,0,0,,485,363,Mostly Positive
739581,0,0,,90,81,Very Positive
739630,11876,11400,Overwhelmingly Positive,281438,272994,Overwhelmingly Positive
739650,10,5,Mixed,799,639,Very Positive
740130,2123,1910,Very Positive,11218,10208,Very Positive
740141,0,0,,32,24,Mostly Positive
740142,0,0,,64,44,Mostly Positive
740143,0,0,,96,63,Mixed
740160,0,0,,35,22,Mixed
741140,15,13,Very Positive,697,669,Overwhelmingly Positive
741350,13,8,Mixed,977,762,Mostly Positive
741370,0,0,,24,16,Mostly Positive
741400,0,0,,31,25,Positive
741420,0,0,,21,15,Mostly Positive
741510,0,0,,576,437,Mostly Positive
742250,0,0,Very Positive,606,557,Very Positive
742300,0,0,Very Positive,2388,2173,Very Positive
743130,0,0,,813,756,Very Positive
743390,27,24,Very Positive,1887,1811,Overwhelmingly Positive
743450,107,99,Very Positive,7994,7434,Very Positive
743900,17,13,Very Positive,952,723,Mostly Positive
744060,17,8,Mixed,1199,839,Mostly Positive
744190,0,0,Very Positive,2509,2358,Very Positive
744950,0,0,,445,231,Mixed
745730,0,0,,0,0,3 user reviews
745830,0,0,,14,9,Mostly Positive
745850,0,0,,450,427,Very Positive
745880,14,10,Mostly Positive,4217,4132,Overwhelmingly Positive
745920,143,112,Mostly Positive,25491,22177,Very Positive
746510,0,0,Very Positive,545,495,Very Positive
746560,0,0,,82,79,Very Positive
746580,0,0,,2003,1642,Very Positive
746710,0,0,,455,418,Very Positive
746730,0,0,,251,230,Very Positive
746840,0,0,,62,46,Mostly Positive
746850,143,125,Very Positive,8101,7290,Very Positive
747060,0,0,,42,26,Mixed
747200,38,33,Very Positive,866,762,Very Positive
747340,14,7,Mixed,1010,818,Very Positive
747360,0,0,,394,323,Very Positive
748040,0,0,,328,285,Very Positive
748300,25,17,Mixed,693,457,Mixed
748340,0,0,,65,45,Mostly Positive
748341,0,0,,135,116,Very Positive
748490,20,19,Very Positive,1853,1741,Very Positive
748610,0,0,,103,82,Very Positive
748850,0,0,,0,0,1 user reviews
749080,0,0,,0,0,9 user reviews
749860,0,0,,17,11,Mostly Positive
750031,0,0,,1074,741,Mixed
750050,11,7,Mostly Positive,1002,621,Mixed
750130,80,64,Very Positive,486,306,Mixed
750170,0,0,,203,190,Very Positive
750200,0,0,,69,39,Mixed
750381,25,16,Mixed,1490,1162,Mostly Positive
750910,0,0,,0,0,3 user reviews
750911,0,0,,0,0,
751440,11,7,Mostly Positive,1354,1042,Mostly Positive
751450,0,0,,109,104,Very Positive
751490,0,0,,0,0,Positive
751780,254,226,Very Positive,22000,20240,Very Positive
751820,0,0,,373,279,Mostly Positive
752450,0,0,,69,55,Very Positive
752480,18,9,Mixed,405,238,Mixed
752580,16,8,Mixed,172,104,Mixed
752590,508,477,Very Positive,33660,31303,Very Positive
753200,0,0,,41,33,Positive
753220,0,0,,448,439,Very Positive
753420,89,83,Very Positive,6195,5637,Very Positive
753520,0,0,,0,0,1 user reviews
753590,0,0,,570,404,Mostly Positive
753640,2576,2472,Overwhelmingly Positive,25009,23758,Overwhelmingly Positive
753650,137,124,Very Positive,3695,3140,Very Positive
753930,22,14,Mixed,776,566,Mostly Positive
754150,23,21,Very Positive,1052,999,Overwhelmingly Positive
754500,11,9,Very Positive,664,498,Mostly Positive
754530,14,9,Mostly Positive,712,462,Mixed
754923,0,0,,23,16,Mostly Positive
755500,39,37,Very Positive,1158,880,Mostly Positive
756010,0,0,,431,198,Mixed
756071,0,0,,229,162,Mostly Positive
756500,0,0,,65,37,Mixed
756660,0,0,,591,549,Very Positive
756950,0,0,,0,0,
756951,0,0,,0,0,2 user reviews
756953,0,0,,0,0,1 user reviews
757030,0,0,,0,0,Positive
757210,30,24,Very Positive,858,789,Very Positive
757300,10,8,Very Positive,591,425,Mostly Positive
757310,0,0,,746,619,Very Positive
757320,44,42,Very Positive,1576,1465,Very Positive
757480,22,20,Very Positive,839,797,Overwhelmingly Positive
758090,0,0,,440,418,Very Positive
758190,49,46,Very Positive,5299,4716,Very Positive
758230,0,0,,659,593,Very Positive
758320,0,0,,82,60,Mostly Positive
758370,16,14,Very Positive,1419,1277,Very Positive
758420,10,2,Mostly Negative,670,395,Mixed
758730,0,0,,205,178,Very Positive
758770,0,0,,81,44,Mixed
758870,29,23,Very Positive,1028,904,Very Positive
758930,0,0,,66,56,Very Positive
758990,48,46,Very Positive,1412,1313,Very Positive
759130,0,0,,137,112,Very Positive
760060,50,48,Very Positive,10708,9637,Very Positive
760070,0,0,,224,165,Mostly Positive
760410,0,0,,210,180,Very Positive
760650,19,11,Mixed,842,631,Mostly Positive
760730,0,0,,168,120,Mostly Positive
760890,18,16,Very Positive,700,686,Overwhelmingly Positive
7610,0,0,,759,584,Mostly Positive
761010,0,0,,52,46,Very Positive
761030,0,0,,302,229,Mostly Positive
761350,0,0,,219,197,Very Positive
761460,0,0,,409,364,Very Positive
761600,16,14,Very Positive,1077,1001,Very Positive
761620,32,26,Very Positive,3621,3186,Very Positive
761820,0,0,,833,408,Mixed
761821,0,0,,1145,480,Mixed
761830,77,63,Very Positive,2554,2119,Very Positive
762220,11,6,Mixed,322,238,Mostly Positive
762650,0,0,,894,563,Mixed
762830,10,7,Mostly Positive,791,537,Mixed
762840,0,0,,324,220,Mixed
763250,0,0,,158,116,Mostly Positive
763710,0,0,,73,57,Mostly Positive
763890,479,445,Very Positive,8047,7644,Overwhelmingly Positive
764300,0,0,,451,414,Very Positive
764670,0,0,,88,62,Mostly Positive
764790,57,51,Very Positive,5496,5166,Very Positive
765210,0,0,,82,61,Mostly Positive
765810,32,24,Mostly Positive,1793,1506,Very Positive
765870,0,0,,751,638,Very Positive
766280,0,0,,1288,1210,Very Positive
766680,0,0,,29,17,Mixed
766870,0,0,,256,222,Very Positive
767260,0,0,,0,0,2 user reviews
767390,0,0,,468,322,Mixed
767490,0,0,,377,278,Mostly Positive
767930,0,0,,425,386,Very Positive
768180,0,0,,59,38,Mixed
768340,0,0,,0,0,4 user reviews
768450,14,12,Very Positive,263,234,Very Positive
768520,35,26,Mostly Positive,1817,1271,Mostly Positive
768530,0,0,,173,124,Mostly Positive
768830,0,0,,130,114,Very Positive
769730,0,0,,33,23,Mostly Positive
770390,13,8,Mixed,1350,1012,Mostly Positive
770810,23,21,Very Positive,624,561,Very Positive
771070,0,0,,57,55,Very Positive
771300,191,139,Mostly Positive,4788,3399,Mostly Positive
771420,0,0,,186,159,Very Positive
771720,0,0,,157,100,Mixed
771920,0,0,,252,163,Mixed
773090,0,0,,154,123,Very Positive
773210,0,0,,11,9,Positive
773430,0,0,,136,119,Very Positive
773460,0,0,,106,69,Mixed
773500,0,0,,112,84,Mostly Positive
773580,0,0,,421,362,Very Positive
773790,55,51,Very Positive,2106,1916,Very Positive
773951,46,30,Mixed,9772,7524,Mostly Positive
773991,0,0,,352,130,Mostly Negative
774011,0,0,,390,101,Mostly Negative
774041,20,17,Very Positive,666,519,Mostly Positive
774071,0,0,,32,26,Positive
774091,0,0,,464,431,Very Positive
774171,3245,3115,Overwhelmingly Positive,46097,44253,Overwhelmingly Positive
774181,294,282,Overwhelmingly Positive,11193,10969,Overwhelmingly Positive
774201,14,12,Very Positive,1128,1026,Very Positive
774241,28,18,Mixed,2260,1243,Mixed
774361,280,257,Very Positive,12942,11647,Very Positive
774461,37,35,Very Positive,1313,1207,Very Positive
774511,0,0,,656,485,Mostly Positive
774651,0,0,,110,96,Very Positive
774756,0,0,,0,0,6 user reviews
774759,0,0,,30,15,Mixed
774791,49,37,Mostly Positive,358,225,Mixed
774861,79,68,Very Positive,11730,10087,Very Positive
775410,0,0,,0,0,Very Positive
775430,0,0,,123,100,Very Positive
775500,287,235,Very Positive,5932,5042,Very Positive
775900,0,0,,371,281,Mostly Positive
775940,11,8,Very Positive,1515,1302,Very Positive
776480,0,0,,225,180,Very Positive
776490,20,17,Very Positive,2698,2320,Very Positive
776920,0,0,,32,27,Positive
776950,0,0,,87,58,Mixed
777670,0,0,,34,31,Positive
778390,0,0,,258,232,Very Positive
778400,0,0,,94,86,Very Positive
779130,0,0,,120,84,Mostly Positive
779290,13,8,Mixed,1448,970,Mixed
779340,0,0,,45004,37803,Very Positive
779430,0,0,,201,176,Very Positive
779880,0,0,,596,452,Mostly Positive
779932,0,0,,124,116,Very Positive
779935,0,0,,127,121,Very Positive
7800,22,19,Very Positive,805,740,Very Positive
780140,0,0,,14,5,Mixed
780210,141,112,Very Positive,488,395,Very Positive
780280,0,0,,262,227,Very Positive
780290,939,779,Very Positive,5386,4685,Very Positive
780310,0,0,,5533,5035,Very Positive
780350,0,0,,573,429,Mostly Positive
780670,0,0,,560,459,Very Positive
781130,0,0,,58,49,Very Positive
782110,0,0,,23,13,Mixed
783840,0,0,,461,387,Very Positive
784070,0,0,,62,48,Mostly Positive
784080,204,163,Very Positive,2851,2366,Very Positive
784150,202,191,Overwhelmingly Positive,8793,8001,Very Positive
785260,33,20,Mixed,1886,1339,Mostly Positive
785760,0,0,,36,31,Positive
785770,48,21,Mixed,1578,710,Mixed
785780,0,0,,195,150,Mostly Positive
785850,0,0,,196,115,Mixed
785860,0,0,,64,25,Mixed
786520,25,23,Very Positive,2185,1879,Very Positive
786580,0,0,,284,204,Mostly Positive
787340,0,0,,1010,656,Mixed
787480,321,311,Overwhelmingly Positive,10270,9961,Overwhelmingly Positive
787810,30,21,Mostly Positive,1017,772,Mostly Positive
787850,0,0,,203,190,Very Positive
787860,1358,1290,Overwhelmingly Positive,46346,43101,Very Positive
788100,354,325,Very Positive,11657,10258,Very Positive
788700,0,0,,128,87,Mixed
789070,0,0,,266,252,Very Positive
789760,10,8,Very Positive,2210,1900,Very Positive
789830,0,0,,27,25,Positive
790060,0,0,Very Positive,0,0,Very Positive
790360,0,0,,81,70,Very Positive
790740,104,88,Very Positive,5658,4979,Very Positive
790850,0,0,,859,747,Very Positive
791330,13,11,Very Positive,1363,1158,Very Positive
791600,0,0,,0,0,6 user reviews
791770,0,0,,111,99,Very Positive
792040,11,9,Very Positive,659,593,Very Positive
792100,14,12,Very Positive,1077,1001,Very Positive
792300,230,179,Mostly Positive,3070,2578,Very Positive
792520,0,0,,224,161,Mostly Positive
793320,0,0,,16,13,Positive
793460,104,94,Very Positive,2416,2101,Very Positive
7940,175,168,Overwhelmingly Positive,12128,11157,Very Positive
794101,0,0,,0,0,4 user reviews
794103,0,0,,0,0,3 user reviews
794107,0,0,,0,0,2 user reviews
794240,0,0,,91,64,Mostly Positive
794260,99,61,Mixed,13835,10237,Mostly Positive
794540,73,57,Mostly Positive,1116,937,Very Positive
794550,0,0,,88,81,Very Positive
794560,0,0,,0,0,4 user reviews
794580,0,0,,413,293,Mostly Positive
794800,29,24,Very Positive,1513,1316,Very Positive
794860,12,10,Very Positive,362,340,Very Positive
795420,17,15,Very Positive,341,330,Very Positive
795510,0,0,,90,81,Very Positive
797150,0,0,,12,9,Positive
797400,17,10,Mixed,704,513,Mostly Positive
797760,0,0,,0,0,1 user reviews
798390,0,0,,298,250,Very Positive
798460,44,31,Mostly Positive,1708,1468,Very Positive
798490,64,54,Very Positive,2418,2006,Very Positive
798590,0,0,,116,56,Mixed
798810,0,0,,444,386,Very Positive
799070,47,44,Very Positive,2986,2866,Overwhelmingly Positive
799200,15,12,Very Positive,745,633,Very Positive
799640,22,19,Very Positive,3216,3119,Overwhelmingly Positive
799700,0,0,,0,0,1 user reviews
799751,0,0,,39,15,Mixed
799790,0,0,,48,36,Mostly Positive
8000,81,68,Very Positive,3994,3275,Very Positive
800120,0,0,,104,95,Very Positive
800270,69,41,Mixed,2907,2180,Mostly Positive
800370,0,0,,758,720,Overwhelmingly Positive
800380,0,0,,25,12,Mixed
801260,0,0,,139,105,Mostly Positive
801400,0,0,,21,16,Positive
801440,0,0,,15,7,Mixed
801480,147,141,Overwhelmingly Positive,1966,1887,Overwhelmingly Positive
801630,24,22,Very Positive,1916,1801,Very Positive
801650,0,0,,25,16,Mixed
801670,0,0,,81,55,Mixed
801710,0,0,,43,36,Positive
801860,0,0,,539,528,Overwhelmingly Positive
802860,0,0,,0,0,8 user reviews
802870,13,11,Very Positive,1221,1184,Overwhelmingly Positive
802880,42,39,Very Positive,541,513,Overwhelmingly Positive
802890,79,74,Very Positive,1210,1149,Overwhelmingly Positive
803050,65,45,Mostly Positive,2008,1405,Mostly Positive
803330,161,144,Very Positive,5881,5528,Very Positive
803600,42,37,Very Positive,2197,1933,Very Positive
804010,15,12,Very Positive,958,843,Very Positive
804490,13,9,Mostly Positive,1053,842,Very Positive
804700,0,0,Very Positive,423,410,Very Positive
804760,0,0,,106,81,Mostly Positive
805550,271,241,Very Positive,11389,10250,Very Positive
806120,0,0,,0,0,7 user reviews
806780,0,0,,232,174,Mostly Positive
806950,0,0,,462,286,Mixed
807120,69,57,Very Positive,4782,4112,Very Positive
808910,13,7,Mixed,1256,1092,Very Positive
809540,0,0,,226,205,Very Positive
809720,0,0,,490,387,Mostly Positive
809730,0,0,,215,191,Very Positive
809880,0,0,,456,401,Very Positive
810040,26,24,Very Positive,483,444,Very Positive
810380,0,0,,18,16,Positive
810500,0,0,,288,250,Very Positive
811320,56,48,Very Positive,853,784,Very Positive
811870,0,0,,209,194,Very Positive
812070,36,27,Mostly Positive,149,119,Very Positive
812140,1965,1768,Very Positive,96913,86252,Very Positive
812560,0,0,,175,155,Very Positive
812870,0,0,,139,98,Mostly Positive
813630,52,48,Very Positive,6900,6624,Overwhelmingly Positive
813780,1964,1826,Very Positive,79748,74963,Very Positive
8140,55,37,Mixed,3893,2958,Mostly Positive
814110,0,0,,49,32,Mixed
814370,51,49,Very Positive,3663,3369,Very Positive
814380,1671,1587,Overwhelmingly Positive,108325,101825,Very Positive
814530,15,12,Very Positive,290,255,Very Positive
814540,260,244,Very Positive,6231,5732,Very Positive
814680,29,23,Very Positive,338,297,Very Positive
815370,548,487,Very Positive,29372,25553,Very Positive
815460,10,5,Mixed,1346,767,Mixed
815780,92,83,Very Positive,4291,3947,Very Positive
816020,162,121,Mostly Positive,12052,8797,Mostly Positive
816090,75,49,Mixed,5347,3849,Mostly Positive
816340,74,67,Very Positive,3685,3500,Overwhelmingly Positive
817130,41,31,Mostly Positive,2588,1863,Mostly Positive
817460,0,0,,70,42,Mixed
817510,13,9,Mostly Positive,1073,772,Mostly Positive
817540,18,14,Very Positive,1516,1288,Very Positive
817550,0,0,,381,304,Very Positive
817660,0,0,,118,66,Mixed
817840,149,143,Overwhelmingly Positive,943,867,Very Positive
8190,223,205,Very Positive,36777,33099,Very Positive
819020,0,0,Very Positive,486,379,Mostly Positive
819630,0,0,,109,104,Very Positive
820200,0,0,,27,17,Mixed
820201,0,0,,22,17,Positive
820203,0,0,,105,75,Mostly Positive
820540,0,0,,102,92,Very Positive
820730,0,0,,585,561,Overwhelmingly Positive
821090,0,0,,120,106,Very Positive
821250,21,16,Very Positive,1800,1314,Mostly Positive
821880,127,107,Very Positive,1599,1407,Very Positive
821890,14,12,Very Positive,810,737,Very Positive
821950,0,0,,87,73,Very Positive
822530,0,0,,78,60,Mostly Positive
822760,0,0,,225,220,Very Positive
822930,0,0,,664,637,Overwhelmingly Positive
823500,504,463,Very Positive,22507,20481,Very Positive
823610,0,0,,214,162,Mostly Positive
823840,0,0,,116,106,Very Positive
823950,12,6,Mixed,1183,733,Mixed
824000,35,24,Mostly Positive,659,481,Mostly Positive
824270,566,515,Very Positive,19310,17765,Very Positive
824570,0,0,,53,50,Very Positive
824600,36,33,Very Positive,1225,1200,Overwhelmingly Positive
824720,16,13,Very Positive,805,692,Very Positive
824830,0,0,,175,154,Very Positive
825320,0,0,,14,12,Positive
825730,0,0,,243,223,Very Positive
826540,0,0,,153,137,Very Positive
826600,0,0,,387,313,Very Positive
826630,142,102,Mostly Positive,5972,4359,Mostly Positive
826940,44,30,Mostly Positive,635,508,Very Positive
827000,0,0,,80,72,Very Positive
827050,0,0,,115,104,Very Positive
827240,0,0,,491,171,Mostly Negative
827250,0,0,,13,8,Mixed
828070,12,9,Very Positive,1691,1521,Very Positive
828740,27,22,Very Positive,1588,1349,Very Positive
828790,0,0,,710,362,Mixed
828900,14,10,Mostly Positive,616,474,Mostly Positive
829280,0,0,Very Positive,447,433,Very Positive
829590,52,42,Very Positive,2919,2306,Mostly Positive
829660,0,0,Very Positive,742,704,Overwhelmingly Positive
830370,61,42,Mostly Positive,338,287,Very Positive
830450,0,0,,168,152,Very Positive
830451,0,0,,56,40,Mostly Positive
830460,0,0,,71,59,Very Positive
830461,0,0,,78,54,Mostly Positive
831660,0,0,,211,198,Very Positive
832360,0,0,,168,117,Mostly Positive
832700,0,0,,236,143,Mixed
833030,0,0,,36,29,Positive
833090,0,0,,597,513,Very Positive
833360,26,22,Very Positive,693,623,Very Positive
834150,0,0,,113,100,Very Positive
834280,0,0,,626,469,Mostly Positive
834360,0,0,,0,0,4 user reviews
834390,0,0,,55,39,Mostly Positive
834407,0,0,,176,52,Mostly Negative
834530,211,194,Very Positive,7478,6954,Very Positive
834740,49,45,Very Positive,2587,2276,Very Positive
834910,151,81,Mixed,33854,15572,Mixed
835430,0,0,,485,407,Very Positive
835520,18,14,Very Positive,105,89,Very Positive
835650,0,0,,437,314,Mostly Positive
835670,0,0,,1211,944,Mostly Positive
836590,0,0,,27,10,Mixed
836640,13,10,Very Positive,1526,1266,Very Positive
836811,0,0,,90,54,Mixed
836812,0,0,,58,44,Mostly Positive
837460,0,0,,118,102,Very Positive
837470,374,351,Very Positive,6972,6623,Overwhelmingly Positive
837510,0,0,,313,234,Mostly Positive
837610,0,0,,389,342,Very Positive
838310,47,43,Very Positive,2737,2572,Very Positive
838350,562,134,Mostly Negative,30151,23819,Mostly Positive
838410,0,0,,33,27,Positive
838630,22,5,Mostly Negative,892,463,Mixed
839310,0,0,,672,564,Very Positive
839770,204,153,Mostly Positive,2306,1614,Mostly Positive
839870,0,0,,261,250,Very Positive
840010,20,19,Very Positive,1461,1314,Very Positive
840190,0,0,,26,11,Mixed
840210,13,10,Very Positive,411,250,Mixed
840390,0,0,,246,154,Mixed
840720,14,11,Very Positive,1190,975,Very Positive
840750,0,0,,0,0,Positive
840800,29,11,Mixed,4907,3091,Mixed
841190,46,35,Mostly Positive,392,313,Very Positive
842050,0,0,,20,10,Mixed
842100,26,13,Mixed,1761,1285,Mostly Positive
842780,50,47,Very Positive,549,494,Very Positive
842810,0,0,,339,284,Very Positive
842910,0,0,,805,716,Very Positive
843260,0,0,,746,716,Overwhelmingly Positive
844040,0,0,,160,134,Very Positive
844190,0,0,,189,177,Very Positive
844260,35,31,Very Positive,466,372,Very Positive
844340,0,0,,12,9,Mostly Positive
844380,0,0,,35,21,Mixed
844590,28,25,Very Positive,1898,1841,Overwhelmingly Positive
844810,0,0,,444,288,Mixed
844850,16,12,Mostly Positive,1252,951,Mostly Positive
844890,0,0,,645,490,Mostly Positive
844930,0,0,Very Positive,3281,3182,Overwhelmingly Positive
845000,0,0,,151,107,Mostly Positive
845020,0,0,,79,51,Mixed
846030,10,9,Very Positive,319,296,Very Positive
846110,35,30,Very Positive,1155,1016,Very Positive
846470,0,0,Very Positive,1955,1837,Very Positive
846720,0,0,,106,99,Very Positive
846730,0,0,,101,67,Mixed
846770,110,96,Very Positive,2543,2364,Very Positive
846800,0,0,,495,435,Very Positive
846870,0,0,,438,394,Very Positive
848030,0,0,,207,171,Very Positive
848060,0,0,,97,75,Mostly Positive
848450,1253,1077,Very Positive,51038,46444,Very Positive
848480,36,31,Very Positive,2191,2081,Overwhelmingly Positive
849740,0,0,,777,707,Very Positive
850000,0,0,Very Positive,1481,1406,Overwhelmingly Positive
850010,0,0,,594,356,Mixed
850210,0,0,,180,135,Mostly Positive
850260,0,0,,30,24,Positive
850320,0,0,,234,217,Very Positive
850450,0,0,,311,199,Mixed
850980,0,0,,192,165,Very Positive
851050,0,0,,63,37,Mixed
851100,142,134,Overwhelmingly Positive,9799,9505,Overwhelmingly Positive
851150,0,0,,64,49,Mostly Positive
851670,0,0,,305,292,Very Positive
851850,463,430,Very Positive,21342,19634,Very Positive
851890,18,13,Mostly Positive,838,745,Very Positive
851950,0,0,,260,249,Very Positive
852090,0,0,Very Positive,180,178,Very Positive
852220,33,27,Very Positive,700,553,Mostly Positive
852910,0,0,,169,150,Very Positive
853140,0,0,,385,265,Mixed
853170,0,0,,0,0,6 user reviews
853360,0,0,,738,597,Very Positive
853500,0,0,,340,302,Very Positive
853550,17,15,Very Positive,2155,2004,Very Positive
853770,29,25,Very Positive,2612,2350,Very Positive
854070,0,0,,210,136,Mixed
854290,0,0,,28,24,Positive
854940,0,0,,383,356,Very Positive
854960,0,0,,49,41,Positive
855390,0,0,,17,6,Mixed
855630,0,0,,567,498,Very Positive
855640,20,19,Very Positive,710,681,Overwhelmingly Positive
855740,84,66,Mostly Positive,900,792,Very Positive
855860,31,28,Very Positive,1706,1552,Very Positive
856850,0,0,,113,89,Mostly Positive
857280,0,0,,48,40,Positive
857320,0,0,,140,119,Very Positive
857450,0,0,Very Positive,864,838,Overwhelmingly Positive
857500,0,0,,66,61,Very Positive
857680,0,0,,72,51,Mostly Positive
857690,0,0,,418,397,Very Positive
857980,16,10,Mixed,3077,2676,Very Positive
858210,121,114,Overwhelmingly Positive,4895,4748,Overwhelmingly Positive
858240,0,0,,50,35,Mostly Positive
858260,18,15,Very Positive,2113,2007,Overwhelmingly Positive
858630,0,0,,117,93,Very Positive
858690,0,0,,36,15,Mixed
858810,146,127,Very Positive,12476,10854,Very Positive
858820,388,291,Mostly Positive,8245,6266,Mostly Positive
858940,0,0,Very Positive,673,666,Overwhelmingly Positive
859340,0,0,,656,439,Mixed
859570,296,269,Very Positive,9244,8227,Very Positive
859580,89,67,Mostly Positive,15237,8685,Mixed
860510,532,494,Very Positive,12281,11666,Overwhelmingly Positive
860890,73,70,Very Positive,2242,2040,Very Positive
860950,51,48,Very Positive,3548,3406,Overwhelmingly Positive
861250,10,8,Very Positive,656,537,Very Positive
861540,150,130,Very Positive,6119,5445,Very Positive
861650,55,47,Very Positive,6382,5488,Very Positive
861870,0,0,,44,33,Mostly Positive
861887,0,0,,45,37,Positive
861889,0,0,,122,64,Mixed
862800,32,30,Very Positive,1028,935,Very Positive
863570,18,14,Very Positive,1147,940,Very Positive
864060,0,0,,441,410,Very Positive
864100,0,0,,136,127,Very Positive
864680,0,0,,261,234,Very Positive
865360,129,113,Very Positive,5945,5112,Very Positive
865540,0,0,Very Positive,833,799,Overwhelmingly Positive
865610,41,24,Mixed,901,522,Mixed
865820,0,0,,370,303,Very Positive
865830,0,0,,287,246,Very Positive
865940,0,0,,87,70,Very Positive
865980,0,0,,119,85,Mostly Positive
866140,0,0,Very Positive,131,124,Very Positive
866190,0,0,,214,188,Very Positive
866800,88,81,Very Positive,10020,9318,Very Positive
867240,0,0,,49,39,Positive
867290,60,15,Mostly Negative,2823,1637,Mixed
867490,0,0,,488,424,Very Positive
868150,0,0,,196,147,Mostly Positive
868280,0,0,,92,87,Very Positive
868360,113,98,Very Positive,4342,3777,Very Positive
868410,0,0,,79,25,Mostly Negative
868520,45,41,Very Positive,1348,1294,Overwhelmingly Positive
868580,0,0,,42,32,Mostly Positive
869880,0,0,,724,405,Mixed
870200,16,13,Very Positive,1282,1179,Very Positive
870780,649,558,Very Positive,19611,17453,Very Positive
871420,11,8,Very Positive,512,424,Very Positive
871530,16,12,Mostly Positive,1051,798,Mostly Positive
871651,0,0,,23,12,Mixed
871900,0,0,,23,20,Positive
871930,0,0,,702,638,Very Positive
872280,0,0,,271,111,Mixed
872410,165,108,Mixed,8870,5055,Mixed
873270,0,0,,227,215,Very Positive
873840,12,9,Very Positive,963,664,Mixed
873871,0,0,,64,46,Mostly Positive
873940,16,12,Very Positive,2170,1866,Very Positive
874040,0,0,,240,199,Very Positive
874260,387,375,Overwhelmingly Positive,2765,2654,Overwhelmingly Positive
874310,0,0,,2274,613,Mostly Negative
874390,37,33,Very Positive,1514,1453,Overwhelmingly Positive
875210,155,80,Mixed,10760,5918,Mixed
875760,0,0,,168,124,Mostly Positive
876650,29,26,Very Positive,994,944,Overwhelmingly Positive
877010,0,0,,175,120,Mixed
877200,29,17,Mixed,2727,2263,Very Positive
877810,0,0,,366,340,Very Positive
877850,0,0,,103,96,Very Positive
878463,0,0,,111,104,Very Positive
878465,0,0,,192,174,Very Positive
878670,0,0,,469,379,Very Positive
879000,0,0,,182,116,Mixed
879140,0,0,,44,41,Positive
879510,24,19,Very Positive,651,592,Very Positive
880580,27,24,Very Positive,257,228,Very Positive
880940,547,464,Very Positive,25497,22947,Very Positive
880950,31,27,Very Positive,2406,2309,Overwhelmingly Positive
881100,874,812,Very Positive,33997,32297,Overwhelmingly Positive
881420,0,0,,301,243,Very Positive
881960,0,0,,12,6,Mixed
882020,0,0,,368,312,Very Positive
